listing_datetime,unit_price,quantity,listings
"2019-03-03 00:04:30 UTC",2,1566,8
"2019-03-02 23:29:59 UTC",2,1566,8
"2019-03-02 22:34:08 UTC",2,1566,8
"2019-03-02 21:44:33 UTC",2,1566,8
"2019-03-02 20:47:02 UTC",2,1566,8
"2019-03-02 20:14:27 UTC",2,1566,8
"2019-03-02 18:57:11 UTC",2,1566,8
"2019-03-02 18:23:46 UTC",2,1566,8
"2019-03-02 17:34:13 UTC",2,1566,8
"2019-03-02 16:42:12 UTC",2,1566,8
"2019-03-02 15:47:50 UTC",2,1566,8
"2019-03-02 15:14:34 UTC",2,1566,8
"2019-03-02 13:59:44 UTC",2,1566,8
"2019-03-02 13:25:48 UTC",2,1566,8
"2019-03-02 12:32:51 UTC",2,1566,8
"2019-03-02 11:40:45 UTC",2,1566,8
"2019-03-02 10:47:08 UTC",2,1566,8
"2019-03-02 10:14:46 UTC",2,1566,8
"2019-03-02 09:06:38 UTC",2,1566,8
"2019-03-02 08:32:46 UTC",2,1566,8
"2019-03-02 07:36:30 UTC",2,1566,8
"2019-03-02 06:44:35 UTC",2,1566,8
"2019-03-02 05:45:50 UTC",2,1566,8
"2019-03-02 05:13:09 UTC",2,1566,8
"2019-03-02 03:57:09 UTC",2,1566,8
"2019-03-02 03:22:03 UTC",2,1566,8
"2019-03-02 02:25:38 UTC",2,1566,8
"2019-03-02 01:32:01 UTC",2,1566,8
"2019-03-02 00:37:56 UTC",2,1566,8
"2019-03-02 00:05:34 UTC",2,1566,8
"2019-03-01 22:47:10 UTC",2,1566,8
"2019-03-01 22:14:12 UTC",2,1566,8
"2019-03-01 21:21:04 UTC",2,1566,8
"2019-03-01 20:30:50 UTC",2,1566,8
"2019-03-01 19:31:07 UTC",2,1566,8
"2019-03-01 18:59:42 UTC",2,1566,8
"2019-03-01 17:45:09 UTC",2,1566,8
"2019-03-01 17:09:55 UTC",2,1566,8
"2019-03-01 16:18:15 UTC",2,1566,8
"2019-03-01 15:24:57 UTC",2,1566,8
"2019-03-01 14:31:23 UTC",2,1566,8
"2019-03-01 13:59:09 UTC",2,1566,8
"2019-03-01 12:43:04 UTC",2,1566,8
"2019-03-01 12:10:16 UTC",2,1566,8
"2019-03-01 11:18:27 UTC",2,1566,8
"2019-03-01 10:27:17 UTC",2,1566,8
"2019-03-01 09:32:53 UTC",2,1566,8
"2019-03-01 09:01:41 UTC",2,1566,8
"2019-03-01 07:52:07 UTC",2,1566,8
"2019-03-01 07:17:52 UTC",2,1566,8
"2019-03-01 06:22:54 UTC",2,1566,8
"2019-03-01 05:31:00 UTC",2,1566,8
"2019-03-01 04:37:35 UTC",2,1566,8
"2019-03-01 04:05:13 UTC",2,1566,8
"2019-03-01 02:50:15 UTC",2,1566,8
"2019-03-01 02:16:13 UTC",2,1566,8
"2019-03-01 01:24:31 UTC",2,1566,8
"2019-03-01 00:33:28 UTC",2,1566,8
"2019-02-28 23:39:12 UTC",2,1566,8
"2019-02-28 23:07:54 UTC",2,1566,8
"2019-02-28 21:51:07 UTC",2,1566,8
"2019-02-28 21:15:41 UTC",2,1566,8
"2019-02-28 20:15:58 UTC",2,1566,8
"2019-02-28 19:22:30 UTC",2,1566,8
"2019-02-28 18:24:42 UTC",2,1566,8
"2019-02-28 17:50:34 UTC",2,1566,8
"2019-02-28 16:32:07 UTC",2,1566,8
"2019-02-28 15:56:38 UTC",2,1566,8
"2019-02-28 15:04:46 UTC",2,1566,8
"2019-02-28 14:13:41 UTC",2,1566,8
"2019-02-28 13:16:38 UTC",2,1566,8
"2019-02-28 12:43:52 UTC",2,1566,8
"2019-02-28 11:27:09 UTC",2,1566,8
"2019-02-28 10:54:15 UTC",2,1566,8
"2019-02-28 09:58:49 UTC",2,1566,8
"2019-02-28 09:06:03 UTC",2,1566,8
"2019-02-28 08:05:03 UTC",2,1566,8
"2019-02-28 07:33:48 UTC",2,1566,8
"2019-02-28 06:28:40 UTC",2,1566,8
"2019-02-28 05:54:12 UTC",2,1566,8
"2019-02-28 05:02:15 UTC",2,1566,8
"2019-02-28 04:10:08 UTC",2,1566,8
"2019-02-28 03:14:07 UTC",2,1566,8
"2019-02-28 02:41:37 UTC",2,1566,8
"2019-02-28 01:24:01 UTC",2,1566,8
"2019-02-28 00:49:46 UTC",2,1566,8
"2019-02-27 23:55:29 UTC",2,1566,8
"2019-02-27 23:04:09 UTC",2,1566,8
"2019-02-27 22:11:57 UTC",2,1566,8
"2019-02-27 21:38:15 UTC",2,1566,8
"2019-02-27 20:21:59 UTC",2,1566,8
"2019-02-27 19:47:22 UTC",2,1566,8
"2019-02-27 18:50:26 UTC",2,1566,8
"2019-02-27 17:55:48 UTC",2,1566,8
"2019-02-27 17:00:41 UTC",2,1566,8
"2019-02-27 16:28:28 UTC",2,1566,8
"2019-02-27 15:15:50 UTC",2,1566,8
"2019-02-27 14:41:31 UTC",2,1566,8
"2019-02-27 13:50:56 UTC",2,1566,8
"2019-02-27 13:00:51 UTC",2,1566,8
"2019-02-27 11:27:07 UTC",2,1566,8
"2019-02-27 10:12:56 UTC",2,1566,8
"2019-02-27 09:37:36 UTC",2,1566,8
"2019-02-27 08:39:37 UTC",2,1566,8
"2019-02-27 07:47:35 UTC",2,1566,8
"2019-02-27 06:51:55 UTC",2,1566,8
"2019-02-27 06:18:34 UTC",2,1566,8
"2019-02-27 05:13:01 UTC",1,816,5
"2019-02-27 04:41:07 UTC",1,816,5
"2019-02-27 03:46:56 UTC",1,816,5
"2019-02-27 02:54:19 UTC",1,816,5
"2019-02-27 01:57:15 UTC",1,816,5
"2019-02-27 01:27:19 UTC",1,816,5
"2019-02-27 00:10:43 UTC",1,816,5
"2019-02-26 23:36:06 UTC",1,816,5
"2019-02-26 22:40:58 UTC",1,816,5
"2019-02-26 21:51:09 UTC",1,816,5
"2019-02-26 20:56:11 UTC",1,816,5
"2019-02-26 20:23:52 UTC",1,816,5
"2019-02-26 19:10:10 UTC",1,816,5
"2019-02-26 18:35:58 UTC",1,816,5
"2019-02-26 17:43:35 UTC",1,816,5
"2019-02-26 16:52:38 UTC",1,816,5
"2019-02-26 15:57:11 UTC",1,816,5
"2019-02-26 15:24:56 UTC",1,816,5
"2019-02-26 14:07:34 UTC",1,816,5
"2019-02-26 13:36:16 UTC",1,816,5
"2019-02-26 12:46:12 UTC",1,816,5
"2019-02-26 11:52:27 UTC",1,816,5
"2019-02-26 10:59:07 UTC",1,816,5
"2019-02-26 10:25:48 UTC",1,816,5
"2019-02-26 09:11:59 UTC",1,816,5
"2019-02-26 08:37:38 UTC",1,816,5
"2019-02-26 07:45:22 UTC",1,816,5
"2019-02-26 06:51:52 UTC",1,816,5
"2019-02-26 05:58:10 UTC",1,816,5
"2019-02-26 05:25:52 UTC",1,816,5
"2019-02-26 04:15:58 UTC",1,816,5
"2019-02-26 03:40:22 UTC",1,816,5
"2019-02-26 02:42:57 UTC",1,816,5
"2019-02-26 01:50:05 UTC",1,816,5
"2019-02-26 00:53:03 UTC",1,816,5
"2019-02-26 00:19:48 UTC",1,816,5
"2019-02-25 23:03:19 UTC",1,816,5
"2019-02-25 22:28:56 UTC",1,816,5
"2019-02-25 21:33:40 UTC",1,816,5
"2019-02-25 20:40:37 UTC",1,816,5
"2019-02-25 19:50:08 UTC",1,816,5
"2019-02-25 19:19:00 UTC",1,816,5
"2019-02-25 18:01:41 UTC",1,816,5
"2019-02-25 17:28:04 UTC",1,816,5
"2019-02-25 16:34:00 UTC",1,816,5
"2019-02-25 15:42:27 UTC",1,816,5
"2019-02-25 14:42:45 UTC",1,816,5
"2019-02-25 14:10:53 UTC",1,816,5
"2019-02-25 12:55:48 UTC",1,816,5
"2019-02-25 12:20:39 UTC",1,816,5
"2019-02-25 11:28:49 UTC",1,816,5
"2019-02-25 10:37:55 UTC",1,816,5
"2019-02-25 09:44:14 UTC",1,816,5
"2019-02-25 09:11:51 UTC",1,816,5
"2019-02-25 07:57:06 UTC",1,816,5
"2019-02-25 07:24:11 UTC",1,816,5
"2019-02-25 06:32:31 UTC",1,816,5
"2019-02-25 05:41:59 UTC",1,816,5
"2019-02-25 04:41:12 UTC",1,816,5
"2019-02-25 04:10:04 UTC",1,816,5
"2019-02-25 03:03:44 UTC",1,816,5
"2019-02-25 02:29:16 UTC",1,816,5
"2019-02-25 01:31:35 UTC",1,816,5
"2019-02-25 00:38:13 UTC",1,816,5
"2019-02-24 23:45:31 UTC",1,816,5
"2019-02-24 23:12:07 UTC",1,816,5
"2019-02-24 21:57:41 UTC",1,816,5
"2019-02-24 21:23:42 UTC",1,816,5
"2019-02-24 20:33:09 UTC",1,816,5
"2019-02-24 19:40:58 UTC",1,816,5
"2019-02-24 18:47:58 UTC",1,816,5
"2019-02-24 18:16:49 UTC",2,817,6
"2019-02-24 17:02:33 UTC",2,817,6
"2019-02-24 16:28:02 UTC",2,817,6
"2019-02-24 15:31:17 UTC",2,817,6
"2019-02-24 14:37:00 UTC",2,817,6
