listing_datetime,unit_price,quantity,listings
"2019-03-03 00:05:37 UTC",656,2038,30
"2019-03-02 23:30:16 UTC",656,2040,30
"2019-03-02 22:35:12 UTC",656,2040,30
"2019-03-02 21:44:54 UTC",656,2040,30
"2019-03-02 20:48:00 UTC",656,2040,30
"2019-03-02 20:14:43 UTC",656,2040,30
"2019-03-02 18:58:13 UTC",656,2040,30
"2019-03-02 18:24:02 UTC",656,2040,30
"2019-03-02 17:35:10 UTC",656,2077,30
"2019-03-02 16:42:35 UTC",656,2077,30
"2019-03-02 15:48:51 UTC",656,2077,30
"2019-03-02 15:14:49 UTC",656,2077,30
"2019-03-02 14:00:45 UTC",656,2078,30
"2019-03-02 13:26:10 UTC",656,2078,30
"2019-03-02 12:33:54 UTC",656,2078,30
"2019-03-02 11:41:05 UTC",656,2078,30
"2019-03-02 10:48:04 UTC",656,2078,30
"2019-03-02 10:15:06 UTC",656,2078,30
"2019-03-02 09:07:34 UTC",656,2078,30
"2019-03-02 08:33:03 UTC",656,2078,30
"2019-03-02 07:37:27 UTC",656,2078,30
"2019-03-02 06:44:51 UTC",656,2078,30
"2019-03-02 05:46:47 UTC",656,2078,30
"2019-03-02 05:13:26 UTC",656,2078,30
"2019-03-02 03:58:14 UTC",656,2078,30
"2019-03-02 03:22:23 UTC",656,2078,30
"2019-03-02 02:26:42 UTC",656,2078,30
"2019-03-02 01:32:23 UTC",656,2078,30
"2019-03-02 00:38:53 UTC",656,2078,30
"2019-03-02 00:05:52 UTC",656,2078,30
"2019-03-01 22:48:13 UTC",656,2078,30
"2019-03-01 22:14:29 UTC",656,2078,30
"2019-03-01 21:22:01 UTC",656,2078,30
"2019-03-01 20:31:11 UTC",656,2078,30
"2019-03-01 19:32:05 UTC",656,2078,30
"2019-03-01 19:00:04 UTC",656,2078,30
"2019-03-01 17:46:06 UTC",656,2078,30
"2019-03-01 17:10:12 UTC",656,2078,30
"2019-03-01 16:19:19 UTC",656,2078,30
"2019-03-01 15:25:17 UTC",656,2078,30
"2019-03-01 14:32:20 UTC",656,2091,30
"2019-03-01 13:59:26 UTC",656,2091,30
"2019-03-01 12:44:05 UTC",656,2091,30
"2019-03-01 12:10:32 UTC",656,2091,30
"2019-03-01 11:19:23 UTC",656,2091,30
"2019-03-01 10:27:38 UTC",656,2091,30
"2019-03-01 09:33:54 UTC",656,2091,30
"2019-03-01 09:01:57 UTC",656,2091,30
"2019-03-01 07:53:03 UTC",656,2091,30
"2019-03-01 07:18:13 UTC",656,2091,30
"2019-03-01 06:23:51 UTC",656,2091,30
"2019-03-01 05:31:23 UTC",656,2092,30
"2019-03-01 04:38:32 UTC",656,2092,30
"2019-03-01 04:05:36 UTC",656,2092,30
"2019-03-01 02:51:20 UTC",656,2092,30
"2019-03-01 02:16:29 UTC",656,2096,30
